valore,category_1,image_1,category_2,image_2,id_floritaly,id_actaplantarum,nome_com,link_imm,usi_attestati,wikipedia,wikispecies
Quercus robur L.,Fagaceae,Fagaceae.png,Quercus,Quercus.png,271,500271,"Quercia comune, Farnia",https://www.actaplantarum.org/z_forum/immag/imm.php?i=586938,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Quercus_robur,https://species.wikimedia.org/wiki/Quercus_robur
Quercus sect. robur/cerris,Fagaceae,Fagaceae.png,Quercus,Quercus.png,,,,,,,
Quercus sp.,Fagaceae,Fagaceae.png,Quercus,Quercus.png,,,,,,https://it.wikipedia.org/wiki/Quercus,https://species.wikimedia.org/wiki/Quercus
Quercus suber L.,Fagaceae,Fagaceae.png,Quercus,Quercus.png,264,500264,"Quercia da sughero, Sughera",https://www.actaplantarum.org/z_forum/immag/imm.php?i=33868,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Quercus_suber,https://species.wikimedia.org/wiki/Quercus_suber
Geranium columbinum L.,Geraniaceae,Geraniaceae.png,Geranium,Geranium.png,2828,502828,Geranio colombino,https://www.actaplantarum.org/z_forum/immag/imm.php?i=67163,Entità officinale,https://en.wikipedia.org/wiki/Geranium_columbinum,https://species.wikimedia.org/wiki/Geranium_columbinum
Geranium dissectum L.,Geraniaceae,Geraniaceae.png,Geranium,Geranium.png,2829,502829,"Geranio sbrandellato, Geranio a foglie divise, Geranio a foglie sette",https://www.actaplantarum.org/z_forum/immag/imm.php?i=652819,Entità officinale,https://it.wikipedia.org/wiki/Geranium_dissectum,https://species.wikimedia.org/wiki/Geranium_dissectum
Geranium sp.,Geraniaceae,Geraniaceae.png,Geranium,Geranium.png,,,,,,https://it.wikipedia.org/wiki/Geranium,https://species.wikimedia.org/wiki/Geranium
Heliotropium sp.,Heliotropiaceae,Heliotropiaceae.png,Heliotropium,Heliotropium.png,,,,,,https://it.wikipedia.org/wiki/Heliotropium,https://species.wikimedia.org/wiki/Heliotropium
Najas marina L. subsp. marina,Hydrocharitaceae,Hydrocharitaceae.png,Najas,Najas.png,11702,511702,"Ranocchina marina, Naiade marina",,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Najas_marina,https://species.wikimedia.org/wiki/Najas_marina
Najas minor All.,Hydrocharitaceae,Hydrocharitaceae.png,Najas,Najas.png,6737,506737,"Ranocchina minore, Naiade minore",https://www.actaplantarum.org/z_forum/immag/imm.php?i=55055,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Najas_minor,https://species.wikimedia.org/wiki/Najas_minor
Hypericum perforatum L.,Hypericaceae,Hypericaceae.png,Hypericum perforatum,Hypericum.png,1252,501252,"Erba di San Giovanni comune, Iperico perforato, Fugademoni, Pilatro, Cacciadiavoli",https://www.actaplantarum.org/z_forum/immag/imm.php?i=38697,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Hypericum_perforatum,https://species.wikimedia.org/wiki/Hypericum_perforatum
Iris sp.,Iridaceae,Iridaceae.png,Iris,Iris.png,,,,,,https://it.wikipedia.org/wiki/Iris,https://species.wikimedia.org/wiki/Iris
Juglans regia L.,Juglandaceae,Juglandaceae.png,Juglans,Juglans.png,242,500242,"Noce comune, Noce",https://www.actaplantarum.org/z_forum/immag/imm.php?i=36339,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Juglans_regia,https://species.wikimedia.org/wiki/Juglans_regia
Juglans sp.,Juglandaceae,Juglandaceae.png,Juglans,Juglans.png,,,,,,https://it.wikipedia.org/wiki/Juglans,https://species.wikimedia.org/wiki/Juglans
Juncus bulbosus L.,Juncaceae,Juncaceae.png,Juncus,Juncus.png,7110,507110,Giunco bulboso,https://www.actaplantarum.org/z_forum/immag/imm.php?i=226232,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Juncus_bulbosus,https://species.wikimedia.org/wiki/Juncus_bulbosus
Juncus sp.,Juncaceae,Juncaceae.png,Juncus,Juncus.png,,,,,,https://it.wikipedia.org/wiki/Juncus,https://species.wikimedia.org/wiki/Juncus
Ajuga chamaepitys (L.) Schreb. subsp. suffrutescens (Willk.) Greuter & Brudet,Lamiaceae,Lamiaceae.png,Ajuga,Ajuga.png,9539,509539,"Iva suffrutescente, Camepizio suffrutescente",,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Ajuga_chamaepitys,https://species.wikimedia.org/wiki/Ajuga_chamaepitys
Ajuga reptans L.,Lamiaceae,Lamiaceae.png,Ajuga,Ajuga.png,4414,504414,"Iva comune, Bugula strisciante, Erba di San Lorenzo, Bugola",https://www.actaplantarum.org/z_forum/immag/imm.php?i=219319,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Ajuga_reptans,https://species.wikimedia.org/wiki/Ajuga_reptans
Ajuga sp.,Lamiaceae,Lamiaceae.png,Ajuga,Ajuga.png,,,,,,https://it.wikipedia.org/wiki/Ajuga,https://species.wikimedia.org/wiki/Ajuga
Galeopsis sp.,Lamiaceae,Lamiaceae.png,Galeopsis,Galeopsis.png,,,,,,https://it.wikipedia.org/wiki/Galeopsis,https://species.wikimedia.org/wiki/Galeopsis
Galeopsis tetrahit L.,Lamiaceae,Lamiaceae.png,Galeopsis,Galeopsis.png,4482,504482,"Canapetta comune, Galeopside comune, Canapa selvatica",https://www.actaplantarum.org/z_forum/immag/imm.php?i=92506,Entità officinale,https://it.wikipedia.org/wiki/Galeopsis_tetrahit,https://species.wikimedia.org/wiki/Galeopsis_tetrahit
Lamiaceae ND,Lamiaceae,Lamiaceae.png,ND,Lamiaceae.png,11555,511555,Narciso Tête-à-Tête,,Entità ornamentale,,
Lamium amplexicaule L.,Lamiaceae,Lamiaceae.png,Lamium,Lamium.png,4497,504497,"Falsa ortica reniforme, Lamio a foglie abbraccianti, Erba ruota",https://www.actaplantarum.org/z_forum/immag/imm.php?i=157195,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Lamium_amplexicaule,https://species.wikimedia.org/wiki/Lamium_amplexicaule
Lamium purpureum L.,Lamiaceae,Lamiaceae.png,Lamium,Lamium.png,4496,504496,"Falsa ortica purpurea, Lamio purpureo",https://www.actaplantarum.org/z_forum/immag/imm.php?i=116664,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Lamium_purpureum,https://species.wikimedia.org/wiki/Lamium_purpureum
Lamium sp.,Lamiaceae,Lamiaceae.png,Lamium,Lamium.png,,,,,,https://it.wikipedia.org/wiki/Lamium,https://species.wikimedia.org/wiki/Lamium
Lavandula sp.,Lamiaceae,Lamiaceae.png,Lavandula,Lavandula.png,,,,,,https://it.wikipedia.org/wiki/Lavandula,https://species.wikimedia.org/wiki/Lavandula
Marrubium vulgare L.,Lamiaceae,Lamiaceae.png,Marrubium vulgare,Marrubium.png,4461,504461,"Marrubio comune, Robbio",https://www.actaplantarum.org/z_forum/immag/imm.php?i=392481,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Marrubium_vulgare,https://species.wikimedia.org/wiki/Marrubium_vulgare
Melissa officinalis L.,Lamiaceae,Lamiaceae.png,Melissa officinalis,Melissa.png,4561,504561,"Melissa vera, Cedronella, Citronella, Erba cedrina, Erba limona",https://www.actaplantarum.org/z_forum/immag/imm.php?i=102845,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Melissa_officinalis,https://species.wikimedia.org/wiki/Melissa_officinalis
Mentha pulegium L. subsp. pulegium,Lamiaceae,Lamiaceae.png,Mentha,Mentha.png,4644,504644,Menta poleggio,https://www.actaplantarum.org/z_forum/immag/imm.php?i=147814,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Mentha_pulegium,https://species.wikimedia.org/wiki/Mentha_pulegium
Mentha sp.,Lamiaceae,Lamiaceae.png,Mentha,Mentha.png,,,,,,https://it.wikipedia.org/wiki/Mentha,https://species.wikimedia.org/wiki/Mentha
Salvia rosmarinus Spenn.,Lamiaceae,Lamiaceae.png,Salvia,Salvia.png,4659,504659,"Rosmarino, Osmarino, Usmarino, Smarino, Ramerino, Trasmarino",https://www.actaplantarum.org/z_forum/immag/imm.php?i=648184,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Salvia_rosmarinus,https://species.wikimedia.org/wiki/Salvia_rosmarinus
Salvia sp.,Lamiaceae,Lamiaceae.png,Salvia,Salvia.png,,,,,,https://it.wikipedia.org/wiki/Salvia,https://species.wikimedia.org/wiki/Salvia
Satureja montana L.,Lamiaceae,Lamiaceae.png,Satureja montana,Satureja.png,4566,504566,Santoreggia montana,https://www.actaplantarum.org/z_forum/immag/imm.php?i=27191,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Satureja_montana,https://species.wikimedia.org/wiki/Satureja_montana
Stachys sylvatica L.,Lamiaceae,Lamiaceae.png,Stachys sylvatica,Stachys.png,4528,504528,Stregona dei boschi,https://www.actaplantarum.org/z_forum/immag/imm.php?i=147632,Entità officinale,https://it.wikipedia.org/wiki/Stachys_sylvatica,https://species.wikimedia.org/wiki/Stachys_sylvatica
Teucrium chamaedrys L. subsp. pectinatum Rech.f.,Lamiaceae,Lamiaceae.png,Teucrium,Teucrium.png,4437,504437,Camedrio pettinato,,Entità officinale,https://it.wikipedia.org/wiki/Teucrium_chamaedrys,https://species.wikimedia.org/wiki/Teucrium_chamaedrys
Teucrium sp.,Lamiaceae,Lamiaceae.png,Teucrium,Teucrium.png,,,,,,https://it.wikipedia.org/wiki/Teucrium,https://species.wikimedia.org/wiki/Teucrium
Ziziphora acinos (L.) Melnikov,Lamiaceae,Lamiaceae.png,Ziziphora acinos,Ziziphora.png,4600,504600,"Acino annuale, Clinopodio annuale, Acino dei campi",https://www.actaplantarum.org/z_forum/immag/imm.php?i=133078,Entità commestibile Entità officinale,,https://species.wikimedia.org/wiki/Ziziphora_acinos
Laurus nobilis L.,Lauraceae,Lauraceae.png,Laurus nobilis,Laurus.png,1258,501258,"Alloro, Lauro",https://www.actaplantarum.org/z_forum/immag/imm.php?i=15718,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Laurus_nobilis,https://species.wikimedia.org/wiki/Laurus_nobilis
Linum sp.,Linaceae,Linaceae.png,Linum,Linum.png,,,,,,https://it.wikipedia.org/wiki/Linum,https://species.wikimedia.org/wiki/Linum
Linum usitatissimum L.,Linaceae,Linaceae.png,Linum,Linum.png,11570,511570,Lino comune,https://www.actaplantarum.org/z_forum/immag/imm.php?i=24700,Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Linum_usitatissimum,https://species.wikimedia.org/wiki/Linum_usitatissimum
Linum usitatissimum L. subsp. usitatissimum,Linaceae,Linaceae.png,Linum,Linum.png,2866,502866,Lino coltivato,https://www.actaplantarum.org/z_forum/immag/imm.php?i=642302,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso industriale,https://it.wikipedia.org/wiki/Linum_usitatissimum,https://species.wikimedia.org/wiki/Linum_usitatissimum
Lythraceae ND,Lythraceae,Lythraceae.png,ND,Lythraceae.png,,,,,,,
Punica granatum L.,Lythraceae,Lythraceae.png,Punica granatum,Punica.png,3345,503345,"Melograno, Melagrano, Pomo granato",https://www.actaplantarum.org/z_forum/immag/imm.php?i=573537,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Punica_granatum,https://species.wikimedia.org/wiki/Punica_granatum
Malva alcea L.,Malvaceae,Malvaceae.png,Malva,Malva.png,3100,503100,Malva alcea,https://www.actaplantarum.org/z_forum/immag/imm.php?i=582551,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Malva_alcea,https://species.wikimedia.org/wiki/Malva_alcea
Malva sp.,Malvaceae,Malvaceae.png,Malva sp.,Malva.png,,,,,,https://it.wikipedia.org/wiki/Malva,https://species.wikimedia.org/wiki/Malva
Malva sylvestris L.,Malvaceae,Malvaceae.png,Malva sylvestris,Malva_sylvestris.png,3102,503102,Malva selvatica,https://www.actaplantarum.org/z_forum/immag/imm.php?i=141341,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Malva_sylvestris,https://species.wikimedia.org/wiki/Malva_sylvestris
Malvaceae ND,Malvaceae,Malvaceae.png,ND,Malvaceae.png,11772,511772,Pavonia astata,,Entità ornamentale,,
Tilia cordata Mill.,Malvaceae,Malvaceae.png,Tilia cordata,Tilia.png,3092,503092,"Tiglio selvatico, Tiglio a foglie piccole",https://www.actaplantarum.org/z_forum/immag/imm.php?i=10092,Entità officinale; Entità mellifera Entità ornamentale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Tilia_cordata,https://species.wikimedia.org/wiki/Tilia_cordata
Ficus carica L.,Moraceae,Moraceae.png,Ficus,Ficus.png,293,500293,"Fico comune, Fico",https://www.actaplantarum.org/z_forum/immag/imm.php?i=658334,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Ficus_carica,https://species.wikimedia.org/wiki/Ficus_carica
Ficus sp.,Moraceae,Moraceae.png,Ficus,Ficus.png,,,,,,https://it.wikipedia.org/wiki/Ficus,https://species.wikimedia.org/wiki/Ficus
Morus nigra L.,Moraceae,Moraceae.png,Morus nigra,Morus.png,291,500291,"Gelso nero, Moro nero",https://www.actaplantarum.org/z_forum/immag/imm.php?i=244396,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Morus_nigra,https://species.wikimedia.org/wiki/Morus_nigra
Myrtus communis L.,Myrtaceae,Myrtaceae.png,Myrtus,Myrtus.png,3341,503341,"Mirto, Mortella",https://www.actaplantarum.org/z_forum/immag/imm.php?i=492728,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Myrtus_communis,https://species.wikimedia.org/wiki/Myrtus_communis
Myrtus sp.,Myrtaceae,Myrtaceae.png,Myrtus,Myrtus.png,,,,,,https://it.wikipedia.org/wiki/Myrtus,https://species.wikimedia.org/wiki/Myrtus
Nuphar lutea (L.) Sm.,Nymphaeaceae,Nymphaeaceae.png,Nuphar lutea,Nuphar.png,983,500983,Ninfea gialla,https://www.actaplantarum.org/z_forum/immag/imm.php?i=653866,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Nuphar_lutea,https://species.wikimedia.org/wiki/Nuphar_lutea
Fraxinus excelsior L.,Oleaceae,Oleaceae.png,Fraxinus,Fraxinus.png,9215,509215,"Frassino comune, Frassino maggiore",https://www.actaplantarum.org/z_forum/immag/imm.php?i=854737,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Fraxinus_excelsior,https://species.wikimedia.org/wiki/Fraxinus_excelsior
Fraxinus excelsior L. subsp. excelsior,Oleaceae,Oleaceae.png,Fraxinus,Fraxinus.png,3975,503975,"Frassino comune, Frassino maggiore",https://www.actaplantarum.org/z_forum/immag/imm.php?i=253256,Entità officinale; Uso forestale,https://it.wikipedia.org/wiki/Fraxinus_excelsior,https://species.wikimedia.org/wiki/Fraxinus_excelsior
Fraxinus excelsior L. subsp. siciliensis Ilardi & Raimondo,Oleaceae,Oleaceae.png,Fraxinus,Fraxinus.png,9214,509214,Frassino siciliano,,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Fraxinus_excelsior,https://species.wikimedia.org/wiki/Fraxinus_excelsior
Fraxinus ornus L. subsp. ornus,Oleaceae,Oleaceae.png,Fraxinus,Fraxinus.png,3974,503974,"Frassino da manna, Orniello, Avorniello, Orno",https://www.actaplantarum.org/z_forum/immag/imm.php?i=654070,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Fraxinus_ornus,https://species.wikimedia.org/wiki/Fraxinus_ornus
Fraxinus sp.,Oleaceae,Oleaceae.png,Fraxinus,Fraxinus.png,,,,,,https://it.wikipedia.org/wiki/Fraxinus,https://species.wikimedia.org/wiki/Fraxinus
Ligustrum vulgare L.,Oleaceae,Oleaceae.png,Ligustrum vulgare,Ligustrum.png,3980,503980,"Ligustro, Ligustro comune, Olivella",https://www.actaplantarum.org/z_forum/immag/imm.php?i=742309,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Ligustrum_vulgare,https://species.wikimedia.org/wiki/Ligustrum_vulgare
Olea europaea L.,Oleaceae,Oleaceae.png,Olea,Olea.png,3985,503985,"Olivo, Oleastro, Ulivo",https://www.actaplantarum.org/z_forum/immag/imm.php?i=590297,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Olea_europaea,https://species.wikimedia.org/wiki/Olea_europaea
Olea sp.,Oleaceae,Oleaceae.png,Olea,Olea.png,,,,,,https://it.wikipedia.org/wiki/Olea,https://species.wikimedia.org/wiki/Olea
Phillyrea sp.,Oleaceae,Oleaceae.png,Phillyrea sp.,Phillyrea.png,,,,,,https://it.wikipedia.org/wiki/Phillyrea,https://species.wikimedia.org/wiki/Phillyrea
Epilobium sp.,Onagraceae,Onagraceae.png,Epilobium sp.,Epilobium.png,,,,,,https://it.wikipedia.org/wiki/Epilobium,https://species.wikimedia.org/wiki/Epilobium
Melampyrum arvense L. subsp. arvense,Orobanchaceae,Orobanchaceae.png,Melampyrum arvense,Melampyrum.png,4924,504924,"Spigarola campestre, Melampiro dei campi",https://www.actaplantarum.org/z_forum/immag/imm.php?i=40973,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Melampyrum_arvense,https://species.wikimedia.org/wiki/Melampyrum_arvense
Angiospermae ND,Angiospermae,Angiospermae.png,ND,Angiospermae.png,2002,502002,"Salvastrella minore, Bibinella",https://www.actaplantarum.org/z_forum/immag/imm.php?i=651413,Entità commestibile Entità officinale,,
Apiaceae/Asteraceae ,Angiospermae,Angiospermae.png,Apiaceae/Asteraceae ,Apiaceae_Asteraceae .png,,,,,,,
Gymnospermae ND,Angiospermae,Angiospermae.png,ND,Angiospermae.png,9987,509987,Gimnospermio di Edda,https://www.actaplantarum.org/z_forum/immag/imm.php?i=671415,Nessun utilizzo noto,,
Lilianae,Angiospermae,Angiospermae.png,ND,Angiospermae.png,8744,508744,Tarassaco di Liliana,https://www.actaplantarum.org/z_forum/immag/imm.php?i=163407,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Lilianae,
Oxalis corniculata L.,Oxalidaceae,Oxalidaceae.png,Oxalis corniculata,Oxalis.png,2796,502796,"Acetosella dei campi, Acetosella cornicolata",https://www.actaplantarum.org/z_forum/immag/imm.php?i=368062,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Oxalis_corniculata,https://species.wikimedia.org/wiki/Oxalis_corniculata
Fumaria officinalis L.,Papaveraceae,Papaveraceae.png,Fumaria,Fumaria.png,1304,501304,"Fumaria comune, Fumosterno, Feccia",https://www.actaplantarum.org/z_forum/immag/imm.php?i=545306,Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Fumaria_officinalis,https://species.wikimedia.org/wiki/Fumaria_officinalis
Fumaria officinalis L. subsp. officinalis,Papaveraceae,Papaveraceae.png,Fumaria,Fumaria.png,1305,501305,Fumaria comune,https://www.actaplantarum.org/z_forum/immag/imm.php?i=81485,Entità officinale,https://it.wikipedia.org/wiki/Fumaria_officinalis,https://species.wikimedia.org/wiki/Fumaria_officinalis
Fumaria officinalis L. subsp. wirtgenii (W.D.J.Koch) Arcang.,Papaveraceae,Papaveraceae.png,Fumaria,Fumaria.png,1306,501306,Fumaria di Wirtgen,https://www.actaplantarum.org/z_forum/immag/imm.php?i=171625,Entità officinale,https://it.wikipedia.org/wiki/Fumaria_officinalis,https://species.wikimedia.org/wiki/Fumaria_officinalis
Fumaria sp.,Papaveraceae,Papaveraceae.png,Fumaria,Fumaria.png,,,,,,https://it.wikipedia.org/wiki/Fumaria,https://species.wikimedia.org/wiki/Fumaria
Papaver rhoeas L. subsp. rhoeas,Papaveraceae,Papaveraceae.png,Papaver,Papaver.png,1263,501263,"Papavero comune, Rosolaccio",https://www.actaplantarum.org/z_forum/immag/imm.php?i=565429,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Papaver_rhoeas,https://species.wikimedia.org/wiki/Papaver_rhoeas
Papaver somniferum L.,Papaveraceae,Papaveraceae.png,Papaver,Papaver.png,13269,513269,,https://www.actaplantarum.org/z_forum/immag/imm.php?i=631902,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Papaver_somniferum,https://species.wikimedia.org/wiki/Papaver_somniferum
Papaver sp.,Papaveraceae,Papaveraceae.png,Papaver,Papaver.png,,,,,,https://it.wikipedia.org/wiki/Papaver,https://species.wikimedia.org/wiki/Papaver
Abies alba Mill.,Pinaceae,Pinaceae.png,Abies,Abies.png,145,500145,Abete bianco,https://www.actaplantarum.org/z_forum/immag/imm.php?i=372428,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Abies_alba,https://species.wikimedia.org/wiki/Abies_alba
Abies sp.,Pinaceae,Pinaceae.png,Abies,Abies.png,,,,,,https://it.wikipedia.org/wiki/Abies,https://species.wikimedia.org/wiki/Abies
Picea abies (L.) H.Karst.,Pinaceae,Pinaceae.png,Picea abies,Picea.png,147,500147,"Abete rosso, Peccio, Abete di Germania",https://www.actaplantarum.org/z_forum/immag/imm.php?i=38941,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Picea_abies,https://species.wikimedia.org/wiki/Picea_abies
Pinus cembra L.,Pinaceae,Pinaceae.png,Pinus,Pinus.png,165,500165,"Pino cembro, Cirmolo, Cirmo",https://www.actaplantarum.org/z_forum/immag/imm.php?i=186892,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Pinus_cembra,https://species.wikimedia.org/wiki/Pinus_cembra
Pinus nigra J.F.Arnold,Pinaceae,Pinaceae.png,Pinus,Pinus.png,9024,509024,"Pino nero, Pino austriaco",https://www.actaplantarum.org/z_forum/immag/imm.php?i=72362,Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Pinus_nigra,https://species.wikimedia.org/wiki/Pinus_nigra
Pinus nigra J.F.Arnold subsp. nigra,Pinaceae,Pinaceae.png,Pinus,Pinus.png,154,500154,Pino nero,https://www.actaplantarum.org/z_forum/immag/imm.php?i=73779,Entità officinale; Uso forestale,https://it.wikipedia.org/wiki/Pinus_nigra,https://species.wikimedia.org/wiki/Pinus_nigra
Pinus pinaster Aiton subsp. pinaster,Pinaceae,Pinaceae.png,Pinus,Pinus.png,150,500150,Pino marittimo,https://www.actaplantarum.org/z_forum/immag/imm.php?i=388659,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Pinus_pinaster,https://species.wikimedia.org/wiki/Pinus_pinaster
Pinus pinaster/halepensis,Pinaceae,Pinaceae.png,Pinus,Pinus.png,,,,,,,
Pinus pinea L.,Pinaceae,Pinaceae.png,Pinus,Pinus.png,164,500164,"Pino domestico, Pino da pinoli",https://www.actaplantarum.org/z_forum/immag/imm.php?i=73067,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Pinus_pinea,https://species.wikimedia.org/wiki/Pinus_pinea
Pinus sp.,Pinaceae,Pinaceae.png,Pinus,Pinus.png,,,,,,https://it.wikipedia.org/wiki/Pinus,https://species.wikimedia.org/wiki/Pinus
Pinus sylvestris L.,Pinaceae,Pinaceae.png,Pinus,Pinus.png,156,500156,Pino silvestre,https://www.actaplantarum.org/z_forum/immag/imm.php?i=60690,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Pinus_sylvestris,https://species.wikimedia.org/wiki/Pinus_sylvestris
Piper nigrum L.,Piperaceae,Piperaceae.png,Piper nigrum,Piper.png,9351,509351,Pepe d'acqua di Gussone,https://www.actaplantarum.org/z_forum/immag/imm.php?i=630146,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Piper_nigrum,https://species.wikimedia.org/wiki/Piper_nigrum
Plantago lanceolata L.,Plantaginaceae,Plantaginaceae.png,Plantago,Plantago.png,5121,505121,"Piantaggine lanciuola, Piantaggine lanceolata, Piantaggine minore, Piantaggine femmina, Lingua di cane, Cinquenervi, Arnoglossa",https://www.actaplantarum.org/z_forum/immag/imm.php?i=747982,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Plantago_lanceolata,https://species.wikimedia.org/wiki/Plantago_lanceolata
Plantago sp.,Plantaginaceae,Plantaginaceae.png,Plantago,Plantago.png,,,,,,https://it.wikipedia.org/wiki/Plantago,https://species.wikimedia.org/wiki/Plantago
Veronica hederifolia L.,Plantaginaceae,Plantaginaceae.png,Veronica hederifolia,Veronica.png,4912,504912,Veronica con foglie d'edera,https://www.actaplantarum.org/z_forum/immag/imm.php?i=497273,Entità officinale,https://it.wikipedia.org/wiki/Veronica_hederifolia,https://species.wikimedia.org/wiki/Veronica_hederifolia
Armeria arenaria (Pers.) F.Dietr.,Plumbaginaceae,Plumbaginaceae.png,Armeria arenaria,Armeria.png,3833,503833,"Spillone lanceolato, Armeria delle sabbie",https://www.actaplantarum.org/z_forum/immag/imm.php?i=128425,Nessun utilizzo noto,,https://species.wikimedia.org/wiki/Armeria_arenaria
Alopecurus myosuroides Huds.,Poaceae,Poaceae.png,Alopecurus,Alopecurus.png,7675,507675,"Coda di topo dei campi, Coda di volpe dei campi, Erba codina, Erba topina",https://www.actaplantarum.org/z_forum/immag/imm.php?i=118586,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Alopecurus_myosuroides,https://species.wikimedia.org/wiki/Alopecurus_myosuroides
Alopecurus sp.,Poaceae,Poaceae.png,Alopecurus,Alopecurus.png,,,,,,https://en.wikipedia.org/wiki/Alopecurus,https://species.wikimedia.org/wiki/Alopecurus
Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz,Poaceae,Poaceae.png,Ampelodesmos mauritanicus,Ampelodesmos.png,7325,507325,Tagliamani,https://www.actaplantarum.org/z_forum/immag/imm.php?i=91410,Uso artigianale,https://it.wikipedia.org/wiki/Ampelodesmos_mauritanicus,https://species.wikimedia.org/wiki/Ampelodesmos_mauritanicus
Anisantha sterilis (L.) Nevski,Poaceae,Poaceae.png,Anisantha sterilis,Anisantha.png,7396,507396,"Forasacco rosso, Forasacco sterile, Anisanta sterile",https://www.actaplantarum.org/z_forum/immag/imm.php?i=367332,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Anisantha_sterilis,https://species.wikimedia.org/wiki/Anisantha_sterilis
Arundo donax L.,Poaceae,Poaceae.png,Arundo donax,Arundo.png,7646,507646,"Canna domestica, Canna comune",https://www.actaplantarum.org/z_forum/immag/imm.php?i=620432,Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Arundo_donax,https://species.wikimedia.org/wiki/Arundo_donax
Avena sativa L.,Poaceae,Poaceae.png,Avena,Avena.png,7506,507506,Avena comune,https://www.actaplantarum.org/z_forum/immag/imm.php?i=510332,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Avena_sativa,https://species.wikimedia.org/wiki/Avena_sativa
Avena sp.,Poaceae,Poaceae.png,Avena,Avena.png,,,,,,https://it.wikipedia.org/wiki/Avena,https://species.wikimedia.org/wiki/Avena
