valore,category_1,image_1,category_2,image_2,id_floritaly,id_actaplantarum,nome_com,link_imm,usi_attestati,wikipedia,wikispecies
Pyrus communis L.,Rosaceae,Rosaceae.png,Pyrus communis,Pyrus.png,9690,509690,Pero comune,https://www.actaplantarum.org/z_forum/immag/imm.php?i=121845,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Pyrus_communis,https://species.wikimedia.org/wiki/Pyrus_communis
Pyrus communis L. subsp. pyraster (L.) Ehrh.,Rosaceae,Rosaceae.png,Pyrus communis,Pyrus.png,2171,502171,"Pero selvatico, Perastro",https://www.actaplantarum.org/z_forum/immag/imm.php?i=646039,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Pyrus_communis,https://species.wikimedia.org/wiki/Pyrus_communis
Pyrus sp.,Rosaceae,Rosaceae.png,Pyrus sp.,Pyrus.png,,,,,,https://it.wikipedia.org/wiki/Pyrus,https://species.wikimedia.org/wiki/Pyrus
Rosa canina L.,Rosaceae,Rosaceae.png,Rosa,Rosa.png,1972,501972,"Rosa selvatica comune, Rosa canina, Rosa selvatica",https://www.actaplantarum.org/z_forum/immag/imm.php?i=644528,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Rosa_canina,https://species.wikimedia.org/wiki/Rosa_canina
Rosa sp.,Rosaceae,Rosaceae.png,Rosa,Rosa.png,,,,,,https://it.wikipedia.org/wiki/Rosa,https://species.wikimedia.org/wiki/Rosa
Rosaceae Maloideae,Rosaceae,Rosaceae.png,Rosaceae_Maloideae,Rosaceae_Maloideae.png,3782,503782,"Androsace abruzzese, Androsace di Matilde",https://www.actaplantarum.org/z_forum/immag/imm.php?i=316733,Nessun utilizzo noto,,
Rosaceae ND,Rosaceae,Rosaceae.png,ND,Rosaceae.png,3788,503788,Androsace carnicina,https://www.actaplantarum.org/z_forum/immag/imm.php?i=691291,Nessun utilizzo noto,,
Rubus sp.,Rosaceae,Rosaceae.png,Rubus,Rubus.png,,,,,,https://it.wikipedia.org/wiki/Rubus,https://species.wikimedia.org/wiki/Rubus
Rubus ulmifolius Schott,Rosaceae,Rosaceae.png,Rubus,Rubus.png,1907,501907,"Rovo comune, Rovo a foglie d'olmo, More",https://www.actaplantarum.org/z_forum/immag/imm.php?i=543268,Entità commestibile Entità officinale; Entità mellifera; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Rubus_ulmifolius,https://species.wikimedia.org/wiki/Rubus_ulmifolius
Sorbus aria (L.) Crantz,Rosaceae,Rosaceae.png,Sorbus,Sorbus.png,9417,509417,"Sorbo montano, Farinaccio",https://www.actaplantarum.org/z_forum/immag/imm.php?i=595146,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Sorbus_aria,https://species.wikimedia.org/wiki/Sorbus_aria
Sorbus domestica L.,Rosaceae,Rosaceae.png,Sorbus,Sorbus.png,2177,502177,"Sorbo domestico, Sorbo comune",https://www.actaplantarum.org/z_forum/immag/imm.php?i=363618,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Sorbus_domestica,https://species.wikimedia.org/wiki/Sorbus_domestica
Sorbus sp.,Rosaceae,Rosaceae.png,Sorbus,Sorbus.png,,,,,,https://it.wikipedia.org/wiki/Sorbus,https://species.wikimedia.org/wiki/Sorbus
Malus/Pyrus sp. ,Rosaceae,Rosaceae.png,Malus/Pyrus sp. ,Malus_Pyrus.png,,,,,,,
Rosaceae Prunoideae (Rosaceae),Rosaceae,Rosaceae.png,Rosaceae Prunoideae,Rosaceae_Prunoideae.png,3781,503781,Androsace di Vandelli,https://www.actaplantarum.org/z_forum/immag/imm.php?i=231533,Nessun utilizzo noto,,
Rubus idaeus/ulmifolius ,Rosaceae,Rosaceae.png,Rubus idaeus/ulmifolius ,Rubus_ulmifolius .png,,,,,,,
Galium aparine L.,Rubiaceae,Rubiaceae.png,Galium,Galium.png,4168,504168,"Caglio asprello, Attaccamano, Attaccaveste, Attaccaroba, Caglio asperello, Rasparella",https://www.actaplantarum.org/z_forum/immag/imm.php?i=18502,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Galium_aparine,https://species.wikimedia.org/wiki/Galium_aparine
Galium palustre L.,Rubiaceae,Rubiaceae.png,Galium,Galium.png,4121,504121,Caglio delle paludi,https://www.actaplantarum.org/z_forum/immag/imm.php?i=35820,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Galium_palustre,https://species.wikimedia.org/wiki/Galium_palustre
Galium palustre L. subsp. palustre,Rubiaceae,Rubiaceae.png,Galium,Galium.png,4122,504122,Caglio delle paludi,,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Galium_palustre,https://species.wikimedia.org/wiki/Galium_palustre
Galium rotundifolium L. subsp. rotundifolium,Rubiaceae,Rubiaceae.png,Galium,Galium.png,4116,504116,Caglio a foglie rotonde,https://www.actaplantarum.org/z_forum/immag/imm.php?i=26805,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Galium_rotundifolium,https://species.wikimedia.org/wiki/Galium_rotundifolium
Galium sp.,Rubiaceae,Rubiaceae.png,Galium,Galium.png,,,,,,https://it.wikipedia.org/wiki/Galium,https://species.wikimedia.org/wiki/Galium
Galium verum L. subsp. wirtgeni (F.W.Schultz) Oborny,Rubiaceae,Rubiaceae.png,Galium,Galium.png,4127,504127,Caglio di Wirtgen,https://www.actaplantarum.org/z_forum/immag/imm.php?i=94581,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Galium_verum,https://species.wikimedia.org/wiki/Galium_verum
Rubiaceae ND,Rubiaceae,Rubiaceae.png,ND,Rubiaceae.png,11824,511824,Rovo odoroso,,Entità commestibile; Entità ornamentale,,
Sherardia arvensis L.,Rubiaceae,Rubiaceae.png,Sherardia arvensis,Sherardia.png,4089,504089,"Toccamano, Sherardia dei campi",https://www.actaplantarum.org/z_forum/immag/imm.php?i=78100,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Sherardia_arvensis,https://species.wikimedia.org/wiki/Sherardia_arvensis
Citrus ×limon (L.) Osbeck,Rutaceae,Rutaceae.png,Citrus ×limon (L.),Citrus.png,9509,509509,Limone,https://www.actaplantarum.org/z_forum/immag/imm.php?i=501467,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Citrus_limon,https://species.wikimedia.org/wiki/Citrus_limon
Citrus sp.,Rutaceae,Rutaceae.png,Citrus sp.,Citrus.png,,,,,,https://it.wikipedia.org/wiki/Citrus,https://species.wikimedia.org/wiki/Citrus
Cneorum tricoccon L.,Rutaceae,Rutaceae.png,Cneorum tricoccon,Cneorum.png,2994,502994,Timelea tricocca,https://www.actaplantarum.org/z_forum/immag/imm.php?i=387692,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Cneorum_tricoccon,https://species.wikimedia.org/wiki/Cneorum_tricoccon
Populus alba L.,Salicaceae,Salicaceae.png,Populus,Populus.png,235,500235,"Pioppo bianco, Gattice",https://www.actaplantarum.org/z_forum/immag/imm.php?i=212425,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Populus_alba,https://species.wikimedia.org/wiki/Populus_alba
Populus sp.,Salicaceae,Salicaceae.png,Populus,Populus.png,,,,,,https://it.wikipedia.org/wiki/Populus,https://species.wikimedia.org/wiki/Populus
Salicaceae Popolus/Salix sp,Salicaceae,Salicaceae.png,Salicaceae Popolus/Salix sp,Salicaceae_salix.png,,,,,,,
Salix alba L.,Salicaceae,Salicaceae.png,Salix,Salix.png,186,500186,"Salice comune, Salice bianco, Salice da pertiche",https://www.actaplantarum.org/z_forum/immag/imm.php?i=172489,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Salix_alba,https://species.wikimedia.org/wiki/Salix_alba
Salix sp.,Salicaceae,Salicaceae.png,Salix,Salix.png,,,,,,https://it.wikipedia.org/wiki/Salix,https://species.wikimedia.org/wiki/Salix
Populus/Salix sp. ,Salicaceae,Salicaceae.png,Populus/Salix sp.,Populus_Salix.png,,,,,,,
Acer campestre L.,Sapindaceae,Sapindaceae.png,Acer campestre,Acer_campestre.png,3038,503038,"Acero oppio, Acero campestre, Loppio, Chioppo, Testuccio, Testucchio",https://www.actaplantarum.org/z_forum/immag/imm.php?i=55825,Entità commestibile Entità officinale; Entità mellifera; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Acer_campestre,https://species.wikimedia.org/wiki/Acer_campestre
Acer monspessulanum L. subsp. monspessulanum,Sapindaceae,Sapindaceae.png,Acer monspessulanum,Acer_monspessulanum.png,3043,503043,"Acero minore, Acero trilobo, Cestuccio",https://www.actaplantarum.org/z_forum/immag/imm.php?i=31131,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Acer_monspessulanum,https://species.wikimedia.org/wiki/Acer_monspessulanum
Acer opalus Mill.,Sapindaceae,Sapindaceae.png,Acer opalus,Acer_opalus.png,3040,503040,"Acero napoletano, Opalo",https://www.actaplantarum.org/z_forum/immag/imm.php?i=591436,Entità officinale; Uso forestale,https://it.wikipedia.org/wiki/Acer_opalus,https://species.wikimedia.org/wiki/Acer_opalus
Acer platanoides L.,Sapindaceae,Sapindaceae.png,Acer platanoides,Acer_platanoides.png,3036,503036,"Acero riccio, Acero platanoide",https://www.actaplantarum.org/z_forum/immag/imm.php?i=392392,Uso forestale,https://it.wikipedia.org/wiki/Acer_platanoides,https://species.wikimedia.org/wiki/Acer_platanoides
Acer sp.,Sapindaceae,Sapindaceae.png,Acer sp.,Acer.png,,,,,,https://it.wikipedia.org/wiki/Acer,https://species.wikimedia.org/wiki/Acer
Alkekengi officinarum Moench,Solanaceae,Solanaceae.png,Alkekengi officinarum,Alkekengi.png,10293,510293,"Alchechengi comune, Alchechengi",https://www.actaplantarum.org/z_forum/immag/imm.php?i=669647,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Alkekengi_officinarum,https://species.wikimedia.org/wiki/Alkekengi_officinarum
Hyoscyamus niger L.,Solanaceae,Solanaceae.png,Hyoscyamus niger,Hyoscyamus_niger.png,4699,504699,Giusquiamo nero,https://www.actaplantarum.org/z_forum/immag/imm.php?i=86182,Entità officinale; Uso cosmetico profumiero,https://it.wikipedia.org/wiki/Hyoscyamus_niger,https://species.wikimedia.org/wiki/Hyoscyamus_niger
Solanaceae ND,Solanaceae,Solanaceae.png,ND,Solanaceae.png,91,500091,Asplenio della Presolana,https://www.actaplantarum.org/z_forum/immag/imm.php?i=70014,Nessun utilizzo noto,,
Solanum nigrum L.,Solanaceae,Solanaceae.png,Solanum nigrum,Solanum.png,4707,504707,"Morella comune, Erba morella, Solano nero, Pomidorella",https://www.actaplantarum.org/z_forum/immag/imm.php?i=543393,Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Solanum_nigrum,https://species.wikimedia.org/wiki/Solanum_nigrum
Taxus baccata L.,Taxaceae,Taxaceae.png,Taxus,Taxus.png,177,500177,"Tasso comune, Albero della morte",https://www.actaplantarum.org/z_forum/immag/imm.php?i=645945,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Taxus_baccata,https://species.wikimedia.org/wiki/Taxus_baccata
Taxus sp.,Taxaceae,Taxaceae.png,Taxus,Taxus.png,,,,,,https://it.wikipedia.org/wiki/Taxus,https://species.wikimedia.org/wiki/Taxus
Thymelaea passerina (L.) Coss. & Germ.,Thymelaeaceae,Thymelaeaceae.png,Thymelaea,Thymelaea.png,3155,503155,"Timelea annuale, Timelea passerina",https://www.actaplantarum.org/z_forum/immag/imm.php?i=111358,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Thymelaea_passerina,https://species.wikimedia.org/wiki/Thymelaea_passerina
Thymelaea sp.,Thymelaeaceae,Thymelaeaceae.png,Thymelaea,Thymelaea.png,,,,,,https://it.wikipedia.org/wiki/Thymelaea,https://species.wikimedia.org/wiki/Thymelaea
Typha latifolia L.,Typhaceae,Typhaceae.png,Typha latifolia,Typha.png,7885,507885,"Lisca maggiore, Tifa a foglie larghe",https://www.actaplantarum.org/z_forum/immag/imm.php?i=659812,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Typha_latifolia,https://species.wikimedia.org/wiki/Typha_latifolia
Ulmaceae ND,Ulmaceae,Ulmaceae.png,ND,Ulmaceae.png,,,,,,,
Ulmus minor Mill.,Ulmaceae,Ulmaceae.png,Ulmus,Ulmus.png,280,500280,"Olmo comune, Olmo campestre",https://www.actaplantarum.org/z_forum/immag/imm.php?i=221612,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Ulmus_minor,https://species.wikimedia.org/wiki/Ulmus_minor
Ulmus minor Mill. subsp. minor,Ulmaceae,Ulmaceae.png,Ulmus,Ulmus.png,281,500281,Olmo comune,,Entità officinale; Uso forestale,https://it.wikipedia.org/wiki/Ulmus_minor,https://species.wikimedia.org/wiki/Ulmus_minor
Ulmus sp.,Ulmaceae,Ulmaceae.png,Ulmus,Ulmus.png,,,,,,https://it.wikipedia.org/wiki/Ulmus,https://species.wikimedia.org/wiki/Ulmus
Ulmus sp./Fabaceae,Ulmaceae/Fabaceae,Ulmaceae/Fabaceae.png,Ulmus/Fabaceae,Ulmus_Fabaceae.png,,,,,,,
Parietaria sp.,Urticaceae,Urticaceae.png,Parietaria sp.,Parietaria.png,,,,,,https://it.wikipedia.org/wiki/Parietaria,https://species.wikimedia.org/wiki/Parietaria
Urtica dioica L.,Urticaceae,Urticaceae.png,Urtica,Urtica.png,9535,509535,Ortica comune,https://www.actaplantarum.org/z_forum/immag/imm.php?i=535893,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Urtica_dioica,https://species.wikimedia.org/wiki/Urtica_dioica
Urtica sp.,Urticaceae,Urticaceae.png,Urtica,Urtica.png,,,,,,https://it.wikipedia.org/wiki/Urtica,https://species.wikimedia.org/wiki/Urtica
Valerianaceae ND,Valerianaceae,Valerianaceae.png,ND,Valerianaceae.png,5174,505174,"Gallinella dentata, Valerianella dentata",https://www.actaplantarum.org/z_forum/immag/imm.php?i=92911,Entità commestibile,,
Valerianella dentata (L.) Pollich,Valerianaceae,Valerianaceae.png,Valerianella dentata,Valerianella.png,5174,505174,"Gallinella dentata, Valerianella dentata",https://www.actaplantarum.org/z_forum/immag/imm.php?i=92911,Entità commestibile,https://en.wikipedia.org/wiki/Valerianella_dentata,https://species.wikimedia.org/wiki/Valerianella_dentata
Verbena officinalis L.,Verbenaceae,Verbenaceae.png,Verbena,Verbena.png,4389,504389,Verbena comune,https://www.actaplantarum.org/z_forum/immag/imm.php?i=151690,Entità officinale,https://it.wikipedia.org/wiki/Verbena_officinalis,https://species.wikimedia.org/wiki/Verbena_officinalis
Verbena sp.,Verbenaceae,Verbenaceae.png,Verbena,Verbena.png,,,,,,https://it.wikipedia.org/wiki/Verbena,https://species.wikimedia.org/wiki/Verbena
Sambucus ebulus L.,Viburnaceae,Viburnaceae.png,Sambucus,Sambucus.png,5141,505141,"Sambuco lebbio, Ebbio, Sambuchella",https://www.actaplantarum.org/z_forum/immag/imm.php?i=31849,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Sambucus_ebulus,https://species.wikimedia.org/wiki/Sambucus_ebulus
Sambucus ebulus/nigra,Viburnaceae,Viburnaceae.png,Sambucus,Sambucus.png,,,,,,,
Sambucus nigra L.,Viburnaceae,Viburnaceae.png,Sambucus,Sambucus.png,5142,505142,"Sambuco comune, Sambuco nero",https://www.actaplantarum.org/z_forum/immag/imm.php?i=9679,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Sambucus_nigra,https://species.wikimedia.org/wiki/Sambucus_nigra
Sambucus sp.,Viburnaceae,Viburnaceae.png,Sambucus,Sambucus.png,,,,,,https://it.wikipedia.org/wiki/Sambucus,https://species.wikimedia.org/wiki/Sambucus
Viburnum lantana L.,Viburnaceae,Viburnaceae.png,Viburnum,Viburnum.png,5145,505145,"Viburno lantana, Viborno, Metallo, Lantana, Lentaggine",https://www.actaplantarum.org/z_forum/immag/imm.php?i=45576,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Viburnum_lantana,https://species.wikimedia.org/wiki/Viburnum_lantana
Viburnum opulus L.,Viburnaceae,Viburnaceae.png,Viburnum,Viburnum.png,5144,505144,"Oppio, Viburno oppio, Palle di neve",https://www.actaplantarum.org/z_forum/immag/imm.php?i=33022,Entità officinale; Uso forestale,https://it.wikipedia.org/wiki/Viburnum_opulus,https://species.wikimedia.org/wiki/Viburnum_opulus
Viburnum sp.,Viburnaceae,Viburnaceae.png,Viburnum,Viburnum.png,,,,,,https://it.wikipedia.org/wiki/Viburnum,https://species.wikimedia.org/wiki/Viburnum
Viburnum tinus L. subsp. tinus,Viburnaceae,Viburnaceae.png,Viburnum,Viburnum.png,5146,505146,"Viburno-tino, Viburno tino, Alloro-tino, Lauro-tino, Laurentino, Dentaggine",https://www.actaplantarum.org/z_forum/immag/imm.php?i=217679,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Viburnum_tinus,https://species.wikimedia.org/wiki/Viburnum_tinus
Viola sp.,Violaceae,Violaceae.png,Viola sp.,Viola.png,,,,,,https://it.wikipedia.org/wiki/Viola,https://species.wikimedia.org/wiki/Viola
Vitis vinifera L.,Vitaceae,Vitaceae.png,Vitis vinifera,vitis.png,3080,503080,"Vite comune, Vite",https://www.actaplantarum.org/z_forum/immag/imm.php?i=504932,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Vitis_vinifera,https://species.wikimedia.org/wiki/Vitis_vinifera
